#Orgánica,,Programa,,Subconcepto,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Presupuesto inicial (Proyecto Ppto.)
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12101,COMPLEMENTO DE DESTINO,130,9,1,170669
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12102,COMPLEMENTO ESPECIFICO,130,9,1,494669
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12103,COMPLEMENTO DE PRODUCTIVIDAD,130,9,1,70194
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12104,GRATIFICACIONES,130,9,1,8321
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,16001,SEGURIDAD SOCIAL,130,9,1,295023
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,16004,CUOTAS ELKARKIDETZA,130,9,1,16875
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,21101,CONSERVACION EDIFICIOS Y OTRAS CONSTRUCCIONES,130,9,2,5169924
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,21401,CONSERVACION MOBILIARIO Y ENSERES,130,9,2,10000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,21501,CONSERVACION EQUIPAMIENTO PARA PROCESOS DE LA INFORMACION,130,9,2,110000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,21901,CONSERVACION DE OTRO INMOVILIZADO MATERIAL,130,9,2,4000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22001,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,130,9,2,230000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22002,"PRENSA, REVISTA, LIBROS Y OTRAS PUBLICACIONES",130,9,2,184000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22003,MATERIAL INFORMATICO NO INVENTARIABLE,130,9,2,334000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,9,2,2075000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22105,SUMINISTRO DE VESTUARIO,130,9,2,83000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22114,SUMINISTRO DE MATERIAL TECNICO Y ESPECIAL,130,9,2,7000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22199,OTROS SUMINISTROS,130,9,2,47000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22201,COMUNICACIONES TELEFONICAS,130,9,2,716199
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22202,COMUNICACIONES POSTALES,130,9,2,1996500
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22206,COMUNICACIONES POR MENSAJERIA,130,9,2,70000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22301,TRANSPORTES,130,9,2,7000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22401,SEGUROS DE EDIFICIOS Y LOCALES,130,9,2,133672
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22408,SEGUROS DE RESPONSABILIDAD CIVIL,130,9,2,311020
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22499,SEGUROS DE OTROS RIESGOS,130,9,2,3108
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22601,CANONES,130,9,2,2000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22603,PUBLICIDAD Y PROPAGANDA,130,9,2,5000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22699,OTROS GASTOS DIVERSOS,130,9,2,2000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22701,"LIMPIEZA, DESINFECCION Y RECOGIDA DE BASURAS",130,9,2,12650000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22702,SEGURIDAD,130,9,2,1195157
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22707,ESTUDIOS Y TRABAJOS TECNICOS,130,9,2,19000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR EMPRESAS EXTERNAS,130,9,2,121000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,62201,EDIFICIOS Y OTRAS CONSTRUCCIONES DESTINADAS AL SERVICIO PUBLICO,130,9,6,1514700
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,62501,MOBILIARIO DESTINADO AL SERVICIO PUBLICO,130,9,6,100000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,62502,EQUIPOS DE OFICINA DESTINADOS AL SERVICIO PUBLICO,130,9,6,50000
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,62599,OTROS ENSERES DESTINADOS AL SERVICIO PUBLICO,130,9,6,18000
130,ECONOMÍA Y HACIENDA,9292,FONDO DE CONTINGENCIA DE EJECUCIÓN PRESUPUESTARIA,50010,CRÉDITO GLOBAL Y OTROS IMPREVISTOS GASTO CORRIENTE,130,9,5,3700000
130,ECONOMÍA Y HACIENDA,9292,FONDO DE CONTINGENCIA DE EJECUCIÓN PRESUPUESTARIA,50020,CRÉDITO GLOBAL Y OTROS IMPREVISTOS INVERSIÓN,130,9,5,1600000
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,130,9,1,87581
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,130,9,1,128762
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,12101,COMPLEMENTO DE DESTINO,130,9,1,74840
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,12102,COMPLEMENTO ESPECIFICO,130,9,1,175638
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,12103,COMPLEMENTO DE PRODUCTIVIDAD,130,9,1,6830
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,16001,SEGURIDAD SOCIAL,130,9,1,88466
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,16004,CUOTAS ELKARKIDETZA,130,9,1,6268
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,22504,TRIBUTOS ESTATALES,130,9,2,5000
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,22603,PUBLICIDAD Y PROPAGANDA,130,9,2,10000
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,22699,OTROS GASTOS DIVERSOS,130,9,2,752
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,22707,ESTUDIOS Y TRABAJOS TECNICOS,130,9,2,35000
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,22712,SERVICIOS INFORMATICOS,130,9,2,40700
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,22717,SERVICIOS DE AGENCIAS DE VIAJES,130,9,2,1000
130,ECONOMÍA Y HACIENDA,9311,PLANIFICACIÓN Y PRESUPUESTOS,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",130,9,2,1000
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,130,9,1,236019
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,130,9,1,38317
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,12101,COMPLEMENTO DE DESTINO,130,9,1,15570
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,12102,COMPLEMENTO ESPECIFICO,130,9,1,48076
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,12103,COMPLEMENTO DE PRODUCTIVIDAD,130,9,1,4976
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,16001,SEGURIDAD SOCIAL,130,9,1,73269
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,16004,CUOTAS ELKARKIDETZA,130,9,1,4373
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,22699,OTROS GASTOS DIVERSOS,130,9,2,500
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,22717,SERVICIOS DE AGENCIAS DE VIAJES,130,9,2,2500
130,ECONOMÍA Y HACIENDA,9314,RECLAMACIONES ECONÓMICO-ADMINISTRATIVAS,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",130,9,2,500
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,10001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,130,9,1,70685
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,130,9,1,89236
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,130,9,1,1332834
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,12101,COMPLEMENTO DE DESTINO,130,9,1,575425
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,12102,COMPLEMENTO ESPECIFICO,130,9,1,1564867
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,12103,COMPLEMENTO DE PRODUCTIVIDAD,130,9,1,186938
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,12104,GRATIFICACIONES,130,9,1,3249
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,16001,SEGURIDAD SOCIAL,130,9,1,889954
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,16004,CUOTAS ELKARKIDETZA,130,9,1,43680
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22199,OTROS SUMINISTROS,130,9,2,400
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22205,COMUNICACIONES INFORMATICAS,130,9,2,300
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22301,TRANSPORTES,130,9,2,300
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22603,PUBLICIDAD Y PROPAGANDA,130,9,2,300
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22604,GASTOS JURIDICOS,130,9,2,8000
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22607,CUOTAS PARTICIPACION EN OTROS ENTES,130,9,2,20000
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22610,INDEMNIZACIONES,130,9,2,2000
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22699,OTROS GASTOS DIVERSOS,130,9,2,1000
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22707,ESTUDIOS Y TRABAJOS TECNICOS,130,9,2,60000
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22709,SERVICIOS DE RECAUDACION A FAVOR DE LA ENTIDAD,130,9,2,1696000
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22712,SERVICIOS INFORMATICOS,130,9,2,783700
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,22717,SERVICIOS DE AGENCIAS DE VIAJES,130,9,2,500
130,ECONOMÍA Y HACIENDA,9321,GESTIÓN TRIBUTARIA,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",130,9,2,500
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,130,9,1,119647
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,12101,COMPLEMENTO DE DESTINO,130,9,1,60859
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,12102,COMPLEMENTO ESPECIFICO,130,9,1,152987
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,12103,COMPLEMENTO DE PRODUCTIVIDAD,130,9,1,11252
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,16001,SEGURIDAD SOCIAL,130,9,1,69538
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,16004,CUOTAS ELKARKIDETZA,130,9,1,2352
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,20101,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,130,9,2,245449
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,21101,CONSERVACION EDIFICIOS Y OTRAS CONSTRUCCIONES,130,9,2,138151
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,22501,TRIBUTOS DE CARACTER MUNICIPAL,130,9,2,128000
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,22504,TRIBUTOS ESTATALES,130,9,2,8500
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,22604,GASTOS JURIDICOS,130,9,2,7000
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,22712,SERVICIOS INFORMATICOS,130,9,2,108900
130,ECONOMÍA Y HACIENDA,9331,GESTIÓN DEL PATRIMONIO MUNICIPAL,68001,TERRENOS Y BIENES NATURALES PATRIMONIALES,130,9,6,1000000
130,ECONOMÍA Y HACIENDA,9341,GESTIÓN DE LA DEUDA Y DE LA TESORERÍA,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,130,9,1,19949
130,ECONOMÍA Y HACIENDA,9341,GESTIÓN DE LA DEUDA Y DE LA TESORERÍA,12101,COMPLEMENTO DE DESTINO,130,9,1,13535
130,ECONOMÍA Y HACIENDA,9341,GESTIÓN DE LA DEUDA Y DE LA TESORERÍA,12102,COMPLEMENTO ESPECIFICO,130,9,1,29656
130,ECONOMÍA Y HACIENDA,9341,GESTIÓN DE LA DEUDA Y DE LA TESORERÍA,16001,SEGURIDAD SOCIAL,130,9,1,11457
130,ECONOMÍA Y HACIENDA,9341,GESTIÓN DE LA DEUDA Y DE LA TESORERÍA,22699,OTROS GASTOS DIVERSOS,130,9,2,10000
130,ECONOMÍA Y HACIENDA,9341,GESTIÓN DE LA DEUDA Y DE LA TESORERÍA,22702,SEGURIDAD,130,9,2,12000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",1534,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,21001,CONSERVACION INFRAESTRUCTURAS Y BIENES NATURALES,150,1,2,82100
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",1534,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,22707,ESTUDIOS Y TRABAJOS TECNICOS,150,1,2,50000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,150,9,1,70994
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,150,9,1,98691
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,12101,COMPLEMENTO DE DESTINO,150,9,1,43491
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,12102,COMPLEMENTO ESPECIFICO,150,9,1,108018
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,12103,COMPLEMENTO DE PRODUCTIVIDAD,150,9,1,4407
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,16001,SEGURIDAD SOCIAL,150,9,1,77755
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,16004,CUOTAS ELKARKIDETZA,150,9,1,1144
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,22199,OTROS SUMINISTROS,150,9,2,200
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,22607,CUOTAS PARTICIPACION EN OTROS ENTES,150,9,2,1350
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,22699,OTROS GASTOS DIVERSOS,150,9,2,200
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,22707,ESTUDIOS Y TRABAJOS TECNICOS,150,9,2,203200
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,22712,SERVICIOS INFORMATICOS,150,9,2,93000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,22717,SERVICIOS DE AGENCIAS DE VIAJES,150,9,2,300
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9203,CALIDAD Y EXCELENCIA EN LA GESTIÓN,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",150,9,2,1000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9231,GESTIÓN DEL PADRÓN MUNICIPAL DE HABITANTES,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,150,9,1,155104
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9231,GESTIÓN DEL PADRÓN MUNICIPAL DE HABITANTES,12101,COMPLEMENTO DE DESTINO,150,9,1,67889
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9231,GESTIÓN DEL PADRÓN MUNICIPAL DE HABITANTES,12102,COMPLEMENTO ESPECIFICO,150,9,1,199251
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9231,GESTIÓN DEL PADRÓN MUNICIPAL DE HABITANTES,12103,COMPLEMENTO DE PRODUCTIVIDAD,150,9,1,21751
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9231,GESTIÓN DEL PADRÓN MUNICIPAL DE HABITANTES,16001,SEGURIDAD SOCIAL,150,9,1,113093
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9231,GESTIÓN DEL PADRÓN MUNICIPAL DE HABITANTES,16004,CUOTAS ELKARKIDETZA,150,9,1,5723
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,10001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,150,9,1,71168
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,150,9,1,79764
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,150,9,1,741697
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,12101,COMPLEMENTO DE DESTINO,150,9,1,330142
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,12102,COMPLEMENTO ESPECIFICO,150,9,1,868724
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,12103,COMPLEMENTO DE PRODUCTIVIDAD,150,9,1,113128
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,16001,SEGURIDAD SOCIAL,150,9,1,519896
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,16004,CUOTAS ELKARKIDETZA,150,9,1,30155
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,20901,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,150,9,2,1000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,21401,CONSERVACION MOBILIARIO Y ENSERES,150,9,2,2000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22003,MATERIAL INFORMATICO NO INVENTARIABLE,150,9,2,500
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22199,OTROS SUMINISTROS,150,9,2,1000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22603,PUBLICIDAD Y PROPAGANDA,150,9,2,40500
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22605,REUNIONES Y CONFERENCIAS,150,9,2,50500
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22607,CUOTAS PARTICIPACION EN OTROS ENTES,150,9,2,13000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22699,OTROS GASTOS DIVERSOS,150,9,2,3800
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22704,CONTRATOS SOCIO-CULTURALES,150,9,2,15300
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22707,ESTUDIOS Y TRABAJOS TECNICOS,150,9,2,143800
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22712,SERVICIOS INFORMATICOS,150,9,2,39160
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22717,SERVICIOS DE AGENCIAS DE VIAJES,150,9,2,2000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,22720,SERVICIOS DE TRADUCCION E INTERPRETES,150,9,2,9340
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",150,9,2,1000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,23902,OTRAS INDEMNIZACIONES. ASISTENCIA CONSEJOS,150,9,2,32000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,48199,OTRAS TRANSFERENCIAS CORRIENTES A INSTITUCIONES SIN FINES DE LUCRO,150,9,4,42800
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,62599,OTROS ENSERES DESTINADOS AL SERVICIO PUBLICO,150,9,6,12000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,62601,EQUIPOS PARA PROCESOS DE INFORMACION DESTINADOS AL SERVICIO PUBLICO,150,9,6,100000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9241,PARTICIPACION CIUDADANA,64401,APLICACIONES INFORMÁTICAS,150,9,6,25000
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9251,ATENCIÓN A LOS CIUDADANOS,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,150,9,1,473431
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9251,ATENCIÓN A LOS CIUDADANOS,12101,COMPLEMENTO DE DESTINO,150,9,1,189473
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9251,ATENCIÓN A LOS CIUDADANOS,12102,COMPLEMENTO ESPECIFICO,150,9,1,546150
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9251,ATENCIÓN A LOS CIUDADANOS,12103,COMPLEMENTO DE PRODUCTIVIDAD,150,9,1,87370
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9251,ATENCIÓN A LOS CIUDADANOS,16001,SEGURIDAD SOCIAL,150,9,1,304154
150,"ATT.CIUDADANA, PARTICIPACIÓN Y DISTRITOS",9251,ATENCIÓN A LOS CIUDADANOS,16004,CUOTAS ELKARKIDETZA,150,9,1,18500
